location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Rajendra Nagar,1562,4,4,independent,premium,2527,1.94,1.04,1.87,1.18,1.97,0,123.4
Scheme 71,1258,2,3,flat,classic,1631,0.32,0.26,0.5,0.5,1.03,0,50.43
Gandhi Nagar,1050,3,2,flat,affordable,1289,0.23,0.1,0.31,0.19,0.14,0,32.93
Super Corridor,2987,3,3,flat,elite,2685,1.62,1.0,0.96,0.5,4.01,1,135.12
Piplya Kumar,1842,3,2,independent,classic,2415,1.42,0.71,2.33,1.06,2.22,1,90.51
Annapurna Road,1289,3,3,flat,classic,1795,0.54,0.23,0.38,0.43,1.16,1,45.31
Chandan Nagar,2033,1,2,independent,affordable,2329,1.69,1.23,1.76,0.47,0.47,0,82.03
Rau,2072,2,2,independent,classic,2103,1.47,0.69,1.4,0.94,2.18,0,102.92
Tilak Nagar,2043,3,2,independent,classic,2714,2.78,1.16,2.37,0.74,2.77,1,112.33
AB Road,1282,2,2,flat,premium,2459,0.32,0.34,0.54,0.36,1.58,0,53.85
MR 11,1050,3,2,flat,classic,1660,0.32,0.13,0.25,0.27,0.87,1,33.23
Super Corridor,3173,4,3,flat,elite,2668,1.9,0.74,1.07,0.59,4.23,1,162.14
Scheme 94,1841,3,2,flat,premium,2431,0.77,0.28,1.0,0.53,2.24,0,83.95
New Palasia,3292,2,2,flat,elite,2213,1.54,0.75,0.98,0.75,3.64,1,149.77
MR 11,2044,3,2,independent,classic,2134,2.62,0.8,1.89,1.02,2.18,0,135.86
Dewas Naka,968,2,2,independent,classic,2298,1.51,0.45,1.23,0.95,1.11,0,48.27
Rajendra Nagar,1142,2,2,flat,premium,2411,0.52,0.36,0.73,0.29,1.38,1,44.47
Scheme 103,2796,3,3,independent,classic,2475,2.78,1.69,2.36,0.83,3.46,0,162.46
Tejaji Nagar,719,1,1,flat,affordable,1349,0.17,0.08,0.29,0.4,0.1,0,23.16
Saket Nagar,2365,2,2,independent,affordable,2279,3.37,1.15,1.22,0.53,0.54,1,107.21
Jetpura,1050,3,3,flat,affordable,1821,0.42,0.25,0.52,0.18,0.19,0,33.31
New Palasia,2615,4,3,independent,elite,3856,5.54,2.37,3.48,1.2,5.04,0,289.87
Aerodrome Road,2069,2,2,independent,classic,2210,1.93,1.1,2.21,1.16,2.29,1,96.58
Bengali Square,1886,4,3,independent,premium,3149,3.67,1.07,3.41,1.2,2.97,0,147.95
Sukhliya,1523,2,2,flat,classic,2242,0.71,0.35,0.62,0.3,1.71,0,54.89
Palhar Nagar,877,2,2,independent,affordable,1751,0.57,0.32,0.99,0.71,0.15,0,45.56
Tilak Nagar,1345,2,2,flat,classic,1875,0.46,0.18,0.46,0.36,1.26,0,49.77
Annapurna Road,1896,4,3,flat,classic,1636,0.89,0.3,0.44,0.42,1.55,0,84.36
Sneh Nagar,1978,2,2,flat,classic,1649,0.53,0.18,0.61,0.5,1.63,0,69.57
Geeta Bhawan,1132,2,2,flat,classic,2039,0.29,0.19,0.29,0.4,1.15,0,46.31
Rangwasa,1050,3,3,flat,affordable,1453,0.36,0.17,0.59,0.36,0.15,0,27.29
Scheme 136,2581,4,4,independent,premium,3193,4.27,1.76,2.66,1.16,4.12,1,212.9
Gandhi Nagar,1430,1,1,flat,affordable,1404,0.53,0.23,0.6,0.19,0.2,1,43.51
Old Palasia,2964,3,2,independent,elite,2854,2.66,1.62,2.54,1.79,4.23,0,260.22
Super Corridor,4412,5,4,independent,elite,3064,7.75,2.18,4.1,1.5,6.76,0,334.34
Agrawal Nagar,1830,3,2,flat,classic,1649,0.87,0.29,0.48,0.28,1.51,0,71.18
Nihalpur Mundi,936,2,2,flat,classic,2174,0.51,0.24,0.52,0.2,1.02,0,34.59
Ring Road,1133,2,3,flat,classic,1999,0.67,0.14,0.49,0.49,1.13,0,47.99
Jetpura,1050,3,3,independent,affordable,1685,0.96,0.44,0.78,0.81,0.18,0,48.84
Pipliyahana,1050,3,3,flat,classic,1883,0.38,0.27,0.64,0.21,0.99,1,38.78
Rau Pithampur Road,2030,2,2,independent,affordable,1967,2.69,0.85,1.19,0.46,0.4,0,88.43
Tilak Nagar,1148,3,2,flat,classic,1851,0.33,0.14,0.42,0.35,1.06,1,36.4
Jetpura,1480,1,1,independent,affordable,1765,0.84,0.59,0.9,0.48,0.26,0,65.34
Piplya Kumar,1318,2,3,flat,classic,1749,0.69,0.29,0.59,0.33,1.15,0,52.01
Palhar Nagar,2181,1,1,independent,affordable,1862,2.62,0.94,1.43,0.48,0.41,1,101.52
Scheme 103,2202,3,2,independent,classic,2696,2.82,1.23,1.29,1.18,2.97,0,144.74
Limbodi,1872,1,1,independent,affordable,1611,1.92,0.83,1.03,0.48,0.3,1,65.41
Kanadia Road,1317,3,2,flat,classic,1628,0.6,0.32,0.56,0.43,1.07,0,45.28
Ring Road,1447,3,2,flat,classic,1766,0.28,0.21,0.28,0.25,1.28,0,45.69
Khandwa Road,1811,3,3,independent,classic,2240,1.45,1.13,2.31,0.61,2.03,1,88.55
Saket Nagar,1204,2,2,flat,affordable,1258,0.3,0.17,0.28,0.31,0.15,1,43.26
Bicholi Hapsi,1814,3,2,flat,classic,1755,0.75,0.32,0.74,0.49,1.59,0,71.08
Pipliyahana,1984,4,4,flat,classic,2061,1.01,0.48,0.55,0.46,2.04,0,75.25
Musakhedi,2350,2,2,independent,affordable,2084,2.82,1.11,1.52,0.41,0.49,1,89.07
Bengali Square,2184,4,4,flat,premium,2077,0.47,0.6,0.4,0.36,2.27,0,106.24
Vijay Nagar,2498,4,3,flat,premium,2236,0.79,0.58,0.46,0.55,2.79,0,117.26
Musakhedi,841,2,2,independent,affordable,1732,0.52,0.34,1.75,0.84,0.15,1,31.95
Rau,1122,3,2,independent,classic,2136,1.08,0.54,1.79,1.13,1.2,0,72.72
Scheme 78,1549,2,2,flat,affordable,1756,0.29,0.24,0.3,0.39,0.27,1,53.51
Geeta Bhawan,1971,3,2,flat,classic,1835,0.65,0.43,0.66,0.35,1.81,0,89.04
Janki Nagar,1162,1,2,flat,premium,2222,0.37,0.36,0.36,0.41,1.29,0,49.33
Ring Road,1419,3,3,flat,classic,2185,0.66,0.18,0.72,0.36,1.55,0,49.22
Bijalpur,700,2,2,flat,classic,1579,0.11,0.06,0.77,0.48,0.55,0,25.51
New Palasia,2890,2,2,flat,elite,2452,1.02,0.7,0.99,0.56,3.54,1,158.71
Bengali Square,2675,4,4,independent,premium,2995,4.51,1.28,1.67,1.04,4.01,0,261.34
Rangwasa,781,2,2,independent,affordable,2329,0.63,0.53,1.46,0.57,0.18,1,29.04
AB Road,2057,5,4,independent,premium,3034,2.59,1.65,2.49,0.9,3.12,0,130.83
Sudama Nagar,1175,2,2,flat,classic,2030,0.43,0.19,0.76,0.44,1.19,1,39.09
Pipliyahana,1367,3,3,independent,classic,2850,2.51,0.68,1.26,0.91,1.95,0,71.9
Ring Road,2395,4,3,independent,classic,2430,2.25,1.17,1.97,0.62,2.91,0,118.98
MR 10,779,2,2,flat,premium,2332,0.21,0.2,0.41,0.51,0.91,0,33.94
Chandan Nagar,1552,3,2,flat,affordable,1743,0.42,0.26,0.55,0.16,0.27,0,53.71
Jetpura,823,2,2,independent,affordable,2109,0.82,0.27,1.4,0.44,0.17,1,33.83
Nihalpur Mundi,1342,3,2,flat,classic,1978,0.43,0.15,0.77,0.36,1.33,0,52.45
Navlakha,3702,3,3,independent,premium,2640,4.34,2.81,2.57,1.39,4.89,0,233.59
Vijay Nagar,2926,5,5,independent,premium,2561,5.13,1.73,1.33,1.01,3.75,0,223.27
Mahalaxmi Nagar,1050,3,2,flat,premium,2322,0.37,0.21,0.89,0.32,1.22,0,53.79
Gandhi Nagar,1169,3,3,independent,affordable,1776,0.8,0.35,0.73,0.44,0.21,1,53.48
Bengali Square,1900,2,2,flat,premium,2583,0.58,0.7,0.64,0.47,2.45,0,89.34
Scheme 71,2375,2,2,independent,classic,2260,3.0,1.18,2.45,0.81,2.68,0,137.92
Chandan Nagar,1051,1,1,flat,affordable,1878,0.4,0.21,0.3,0.3,0.2,0,35.93
Vijay Nagar,3830,4,3,independent,premium,2914,6.83,2.55,2.71,1.43,5.58,0,344.15
Rau,2160,3,2,independent,classic,2403,2.92,1.1,1.95,0.83,2.59,0,145.91
MR 10,3018,3,2,independent,premium,3037,3.56,2.31,3.0,1.18,4.58,0,229.88
Bijalpur,1155,2,2,independent,classic,2177,1.71,0.7,1.89,0.84,1.26,1,58.6
Sukhliya,1115,2,2,flat,classic,1537,0.34,0.1,0.74,0.43,0.86,0,42.66
South Tukoganj,1000,1,1,flat,elite,2755,0.32,0.14,0.94,0.62,1.38,0,57.82
Super Corridor,3624,3,2,independent,elite,3942,5.0,4.06,3.41,1.62,7.14,0,326.36
Musakhedi,931,2,2,flat,affordable,1620,0.43,0.11,0.36,0.28,0.15,0,31.48
Rau,1545,2,2,flat,classic,1787,0.49,0.27,0.58,0.37,1.38,1,48.04
Gandhi Nagar,1086,2,2,independent,affordable,1869,1.18,0.46,0.82,0.57,0.2,1,55.27
Rajendra Nagar,3429,3,2,independent,premium,2616,3.26,1.77,1.53,0.81,4.48,0,228.49
Bhawrasla,1883,1,1,independent,classic,2169,1.69,0.69,2.38,0.7,2.04,0,121.17
Bhawrasla,1400,4,3,flat,classic,1829,0.56,0.29,0.27,0.5,1.28,0,56.2
Super Corridor,3661,4,3,independent,elite,3024,6.77,2.24,1.96,1.97,5.53,0,298.41
Chandan Nagar,907,1,1,flat,affordable,1525,0.25,0.09,0.4,0.26,0.14,0,24.75
Janki Nagar,3129,4,4,independent,premium,2615,2.58,1.4,3.32,1.17,4.09,1,201.5
Limbodi,1224,2,2,flat,affordable,1828,0.43,0.31,0.47,0.2,0.22,0,37.07
Silicon City,1548,2,2,independent,affordable,1558,1.42,0.59,1.68,0.66,0.24,0,64.71
Chandan Nagar,1269,2,2,flat,affordable,1338,0.46,0.09,0.41,0.34,0.17,1,38.71
AB Bypass Road,3160,4,4,independent,premium,3398,4.61,2.44,3.24,1.08,5.37,1,246.79
Pipliyahana,2195,3,2,independent,classic,2819,2.0,1.3,2.48,0.96,3.09,0,143.41
Manglia,1407,2,2,flat,affordable,1786,0.31,0.21,0.2,0.3,0.25,0,36.19
Scheme 78,923,2,2,flat,affordable,1817,0.5,0.24,0.44,0.17,0.17,0,27.21
Talawali Chanda,1050,3,2,flat,classic,1748,0.3,0.13,0.69,0.28,0.92,0,43.9
Bhawarkuan,2020,2,3,independent,classic,2018,1.83,0.7,1.39,0.69,2.04,0,136.65
Scheme 71,2379,3,2,independent,classic,2568,2.11,1.05,1.7,1.17,3.05,0,156.88
Musakhedi,1252,2,3,flat,affordable,1772,0.66,0.25,0.35,0.2,0.22,1,34.46
Limbodi,1239,3,2,independent,affordable,1884,0.96,0.35,1.77,0.81,0.23,0,62.61
Bengali Square,1775,1,2,flat,premium,2598,0.88,0.58,0.77,0.6,2.31,0,83.95
Vijay Nagar,1461,2,2,flat,premium,2404,0.66,0.38,0.79,0.32,1.76,0,87.56
Bicholi Hapsi,2259,1,2,independent,classic,2529,2.27,0.87,1.49,0.84,2.86,0,130.71
Agrawal Nagar,976,2,2,independent,classic,2863,1.78,0.58,2.09,1.06,1.4,0,50.12
Agrawal Nagar,1050,3,3,flat,classic,1797,0.37,0.13,0.57,0.33,0.94,0,41.02
Silicon City,1291,2,3,flat,affordable,1353,0.21,0.2,0.59,0.3,0.17,0,42.45
Scheme 140,1750,5,4,independent,elite,3273,2.93,1.0,3.34,1.81,2.86,0,148.19
Limbodi,702,2,3,independent,affordable,2011,0.6,0.4,1.29,0.69,0.14,0,26.12
Khandwa Road,1655,2,3,flat,classic,1720,0.58,0.29,0.42,0.45,1.42,0,58.57
Ring Road,700,2,3,flat,classic,1581,0.27,0.15,0.64,0.32,0.55,0,29.72
Sudama Nagar,2627,1,1,independent,classic,2560,4.6,1.11,1.72,0.63,3.36,0,146.73
Bengali Square,2669,5,4,independent,premium,2849,4.27,2.12,1.93,0.95,3.8,0,213.84
Khajrana,914,2,2,flat,affordable,1397,0.25,0.16,0.4,0.36,0.13,0,28.42
Sanwer Road,2127,2,2,independent,affordable,2033,1.95,0.83,1.71,0.59,0.43,1,87.22
Bicholi Mardana,1788,4,4,flat,premium,1983,0.98,0.18,0.83,0.42,1.77,0,72.42
Sanwer Road,1050,3,2,flat,affordable,1519,0.45,0.2,0.34,0.19,0.16,0,28.48
Geeta Bhawan,1634,2,2,flat,classic,1941,0.58,0.21,0.42,0.27,1.59,0,66.84
Khajrana,1159,2,2,flat,affordable,1404,0.46,0.23,0.32,0.36,0.16,0,31.3
Scheme 54,2422,3,2,independent,classic,2025,1.81,1.36,2.3,1.0,2.45,0,153.18
Palhar Nagar,2412,1,1,independent,affordable,2352,2.82,0.94,1.74,0.63,0.57,0,92.44
Manglia,1050,3,3,flat,affordable,1887,0.2,0.2,0.4,0.22,0.2,0,31.92
Silicon City,1138,3,2,independent,affordable,2315,1.59,0.43,0.87,0.44,0.26,0,54.06
Agrawal Nagar,1098,3,2,independent,classic,2015,1.41,0.45,1.2,0.97,1.11,0,65.55
AB Road,787,2,2,flat,premium,2292,0.19,0.22,0.59,0.45,0.9,0,37.89
MG Road,2369,3,2,flat,premium,1925,1.08,0.5,0.83,0.36,2.28,0,118.13
Super Corridor,1119,3,2,flat,elite,2864,0.92,0.39,0.57,0.32,1.6,1,54.94
MR 11,780,1,1,flat,classic,1999,0.27,0.1,0.5,0.38,0.78,0,31.59
Scheme 78,1548,3,2,independent,affordable,1577,1.03,0.54,1.51,0.77,0.24,0,74.72
Navlakha,1212,3,2,flat,premium,1966,0.4,0.15,0.35,0.6,1.19,0,59.76
AB Bypass Road,1922,3,2,independent,premium,2694,2.41,1.39,2.5,1.24,2.59,1,139.74
Gandhi Nagar,1491,3,2,independent,affordable,2070,1.6,0.77,0.73,0.46,0.31,1,64.96
Scheme 54,1050,3,2,flat,classic,1986,0.61,0.19,0.34,0.36,1.04,1,33.27
Musakhedi,2416,3,3,independent,affordable,1599,2.69,0.96,1.78,0.64,0.39,0,97.83
Scheme 71,810,2,2,independent,classic,2624,1.34,0.36,2.06,1.15,1.06,0,47.98
Palasia Square,1147,2,3,flat,classic,2196,0.37,0.24,0.44,0.41,1.26,0,51.2
Chandan Nagar,1050,3,2,independent,affordable,1946,1.28,0.39,1.16,0.5,0.2,0,50.09
Manglia,1050,3,3,flat,affordable,1471,0.36,0.19,0.46,0.3,0.15,0,33.97
AB Bypass Road,1059,3,2,flat,premium,2395,0.71,0.36,0.57,0.31,1.27,0,46.2
Bicholi Hapsi,1517,2,3,flat,classic,1630,0.62,0.23,0.55,0.43,1.24,0,49.81
Palasia Square,1950,3,2,flat,classic,2039,0.75,0.33,0.48,0.47,1.99,1,68.27
AB Road,1400,4,3,independent,premium,3054,2.86,0.68,1.36,0.94,2.14,0,109.12
Sudama Nagar,1454,2,2,flat,classic,1527,0.45,0.15,0.67,0.39,1.11,0,53.11
Dewas Naka,2667,4,4,independent,classic,2814,3.73,1.63,2.46,1.19,3.75,0,133.92
New Palasia,4757,3,2,independent,elite,3552,11.33,2.58,3.09,1.69,8.45,0,461.37
Bicholi Hapsi,1050,3,2,flat,classic,2180,0.55,0.31,0.28,0.42,1.14,0,38.47
Scheme 54,1638,4,3,independent,classic,2096,1.87,0.73,2.33,1.05,1.72,0,117.71
Scheme 136,1457,3,3,flat,premium,2149,0.81,0.41,0.5,0.37,1.57,0,71.05
Palasia Square,1050,3,2,independent,classic,2444,0.92,0.69,1.46,0.73,1.28,0,78.65
Chandan Nagar,610,1,1,flat,affordable,1834,0.24,0.13,0.53,0.31,0.11,0,16.91
Old Palasia,1637,2,2,flat,elite,2764,0.63,0.32,0.79,0.68,2.26,0,93.95
Scheme 71,1820,2,2,flat,classic,1989,0.65,0.37,0.67,0.27,1.81,0,82.5
MR 11,1400,4,3,flat,classic,1759,0.6,0.32,0.57,0.3,1.23,0,50.3
New Palasia,4937,5,5,independent,elite,2926,7.21,3.0,4.14,1.48,7.22,1,532.34
Nihalpur Mundi,1644,3,2,flat,classic,1857,0.37,0.27,0.25,0.35,1.53,0,58.88
Annapurna Road,2943,4,4,independent,classic,2894,4.0,2.09,1.72,1.03,4.26,0,217.76
Rau Pithampur Road,1161,1,2,flat,affordable,1789,0.41,0.31,0.52,0.25,0.21,0,36.66
Talawali Chanda,1529,2,3,flat,classic,1775,0.43,0.26,0.44,0.36,1.36,0,53.19
Chandan Nagar,2286,2,3,independent,affordable,2088,2.02,1.08,1.28,0.7,0.48,0,87.64
Scheme 94,1683,2,3,flat,premium,2183,0.38,0.45,0.35,0.47,1.84,0,69.44
Annapurna Road,1586,2,2,flat,classic,1720,0.64,0.24,0.29,0.24,1.36,0,58.1
Lasuriya Mori,1611,3,2,flat,classic,2093,0.82,0.27,0.55,0.39,1.69,0,58.0
Silicon City,2263,2,3,independent,affordable,2294,1.85,0.88,1.03,0.48,0.52,1,98.38
Banganga,729,2,3,flat,affordable,1440,0.12,0.07,0.45,0.16,0.1,0,23.49
Geeta Bhawan,1400,4,3,independent,classic,2594,2.5,0.97,1.34,0.78,1.82,1,81.47
Chandan Nagar,1000,2,3,flat,affordable,1310,0.35,0.13,0.23,0.18,0.13,0,33.2
Manglia,2214,2,3,independent,affordable,2202,2.22,1.43,1.74,0.75,0.49,0,82.79
Agrawal Nagar,2112,1,1,independent,classic,2832,1.9,1.45,1.57,0.9,2.99,0,133.57
Tilak Nagar,1438,2,3,flat,classic,2270,0.95,0.22,0.33,0.33,1.63,1,40.76
AB Bypass Road,1411,3,2,independent,premium,2682,1.86,0.59,3.1,1.59,1.89,0,109.07
Scheme 78,700,2,2,flat,affordable,1735,0.34,0.13,0.36,0.27,0.12,0,23.96
Rangwasa,1053,2,2,flat,affordable,1323,0.38,0.17,0.28,0.33,0.14,0,25.54
Talawali Chanda,1400,4,3,flat,classic,2156,0.64,0.41,0.79,0.38,1.51,0,62.07
Navlakha,2030,1,1,flat,premium,2432,0.97,0.63,0.6,0.34,2.47,0,82.47
Sudama Nagar,1912,3,2,flat,classic,1537,0.41,0.31,0.43,0.45,1.47,0,82.24
Mahalaxmi Nagar,1050,3,2,flat,premium,2536,0.32,0.28,0.82,0.51,1.33,0,56.48
Bicholi Mardana,1608,2,3,flat,premium,2500,0.86,0.2,0.48,0.39,2.01,0,81.35
Nipania,3852,5,4,independent,elite,2852,7.21,2.52,4.48,1.07,5.49,0,460.6
Rangwasa,2124,2,2,independent,affordable,1522,1.47,0.49,0.74,0.64,0.32,0,92.62
Scheme 103,2523,2,3,independent,classic,2596,3.74,1.45,2.12,0.61,3.27,0,160.9
Scheme 78,927,2,2,flat,affordable,1388,0.35,0.17,0.43,0.31,0.13,1,25.8
Talawali Chanda,1256,1,2,flat,classic,1742,0.5,0.29,0.8,0.45,1.09,0,44.06
New Palasia,2657,5,4,independent,elite,3154,3.29,1.61,3.97,1.93,4.19,0,264.29
Scheme 136,2250,3,2,flat,premium,1831,0.55,0.57,0.34,0.56,2.06,0,119.77
Bhawarkuan,1605,2,2,independent,classic,2719,1.79,0.88,1.33,0.95,2.18,0,86.73
Pipliyahana,1684,2,2,independent,classic,1940,1.86,0.8,2.45,1.18,1.63,0,110.12
Kanadia Road,1166,3,2,flat,classic,1675,0.46,0.15,0.58,0.49,0.98,0,36.27
Lasuriya Mori,698,1,1,flat,classic,1756,0.29,0.08,0.71,0.43,0.61,1,21.38
Sudama Nagar,1267,2,3,flat,classic,1579,0.6,0.18,0.34,0.44,1.0,1,44.38
Sapna Sangeeta Road,3220,2,2,flat,elite,3161,1.42,1.48,1.2,0.66,5.09,0,174.33
Dewas Naka,1075,2,2,independent,classic,2365,1.38,0.54,1.03,1.19,1.27,0,54.67
Silicon City,909,2,2,flat,affordable,1420,0.3,0.14,0.46,0.26,0.13,0,23.7
Tilak Nagar,1567,4,3,flat,classic,2062,0.65,0.21,0.71,0.39,1.62,0,65.99
Nihalpur Mundi,1553,2,2,flat,classic,1534,0.45,0.27,0.25,0.38,1.19,1,62.51
Bijalpur,2219,3,2,independent,classic,2265,3.15,0.89,2.09,0.99,2.51,1,100.73
Rajendra Nagar,3780,5,4,independent,premium,3124,7.35,2.28,2.76,1.14,5.9,0,260.82
Jetpura,576,1,1,flat,affordable,1856,0.3,0.13,0.51,0.31,0.11,0,17.98
Pipliyahana,1047,1,2,independent,classic,2206,1.07,0.45,1.12,1.16,1.15,0,68.6
Saket Nagar,1973,2,2,independent,affordable,1681,1.93,0.91,1.49,0.72,0.33,0,91.98
Khandwa Road,993,2,3,flat,classic,2152,0.51,0.29,0.58,0.24,1.07,0,41.79
Scheme 140,2475,3,2,flat,elite,2962,0.92,0.51,1.16,0.39,3.67,0,145.29
Khandwa Road,1416,3,2,flat,classic,1643,0.42,0.23,0.78,0.49,1.16,0,44.81
Piplya Kumar,1400,4,3,independent,classic,2600,2.3,0.98,2.32,1.18,1.82,0,97.4
MR 10,2287,2,2,flat,premium,2345,0.74,0.41,0.86,0.41,2.68,0,118.25
Aerodrome Road,1923,3,2,flat,classic,1548,0.67,0.32,0.36,0.44,1.49,1,65.87
Vijay Nagar,2021,3,3,flat,premium,1899,0.48,0.47,0.43,0.36,1.92,0,102.35
Pipliyahana,1939,2,2,independent,classic,2590,2.04,0.8,1.02,1.13,2.51,0,102.12
Geeta Bhawan,1220,3,3,independent,classic,2211,0.96,0.62,1.78,0.95,1.35,0,69.81
MR 11,739,2,2,flat,classic,2068,0.37,0.11,0.67,0.21,0.76,0,28.02
Bicholi Hapsi,1105,2,2,independent,classic,1920,0.8,0.5,1.23,1.13,1.06,1,51.13
Agrawal Nagar,1808,1,1,independent,classic,2881,1.61,1.54,1.03,1.1,2.6,0,116.95
Rajendra Nagar,1334,2,2,flat,premium,1847,0.4,0.16,0.42,0.52,1.23,1,46.55
Tejaji Nagar,2179,2,3,independent,affordable,2104,2.06,0.96,1.3,0.44,0.46,0,95.11
Khandwa Road,1773,3,2,flat,classic,1585,0.5,0.27,0.6,0.41,1.4,0,57.47
Bijalpur,1747,4,4,flat,classic,1830,0.89,0.45,0.32,0.26,1.6,0,65.52
Scheme 78,1444,2,2,flat,affordable,1872,0.58,0.38,0.21,0.35,0.27,0,47.4
Musakhedi,1506,3,2,flat,affordable,1638,0.48,0.37,0.36,0.39,0.25,0,39.46
Aerodrome Road,1646,3,2,flat,classic,2128,0.74,0.21,0.7,0.43,1.75,0,64.36
Scheme 103,1698,3,2,independent,classic,2749,2.77,1.32,2.1,1.14,2.33,1,102.57
Tilak Nagar,1119,3,2,independent,classic,2739,2.12,0.77,2.35,0.68,1.53,0,63.61
Bijalpur,1042,1,2,flat,classic,2266,0.28,0.12,0.62,0.38,1.18,0,39.37
Bicholi Hapsi,1400,4,4,flat,classic,2257,0.87,0.43,0.62,0.2,1.58,0,62.33
Scheme 54,1504,2,2,independent,classic,2073,1.69,0.6,2.2,1.08,1.56,0,100.89
Janki Nagar,3997,2,3,independent,premium,3034,6.26,3.51,3.35,1.21,6.06,0,298.45
Scheme 78,1843,2,2,independent,affordable,2057,1.58,1.04,1.31,0.64,0.38,0,90.05
Palasia Square,1874,3,2,independent,classic,2658,2.51,0.97,1.3,0.85,2.49,1,98.18
Scheme 136,2255,2,3,flat,premium,1807,0.5,0.3,0.45,0.6,2.04,0,84.41
Mahalaxmi Nagar,2810,3,3,independent,premium,2903,4.61,2.34,3.22,1.2,4.08,0,250.14
Scheme 140,2274,4,3,flat,elite,3135,1.25,0.86,0.78,0.64,3.56,0,142.28
Kanadia Road,1191,2,2,independent,classic,2820,1.85,0.95,1.88,0.8,1.68,0,64.42
Sukhliya,1050,3,2,flat,classic,2028,0.54,0.15,0.35,0.31,1.06,0,45.48
Piplya Kumar,1050,3,2,flat,classic,2072,0.44,0.26,0.4,0.38,1.09,0,39.55
Rangwasa,1670,2,2,independent,affordable,2305,1.66,0.83,0.79,0.78,0.38,1,58.3
Bengali Square,1078,1,2,flat,premium,2548,0.28,0.3,0.65,0.56,1.37,1,45.33
Bhawrasla,1396,2,2,independent,classic,1922,1.37,0.5,1.17,1.13,1.34,1,87.16
Banganga,912,2,2,flat,affordable,1814,0.22,0.23,0.36,0.36,0.17,0,29.62
Scheme 71,1050,3,2,independent,classic,2351,1.41,0.47,1.11,1.17,1.23,0,58.31
Scheme 94,1077,3,2,flat,premium,1886,0.26,0.11,0.63,0.58,1.02,1,48.56
Aerodrome Road,1400,4,3,flat,classic,1953,0.29,0.16,0.64,0.42,1.37,0,48.21
Mahalaxmi Nagar,3350,5,4,independent,premium,2949,6.64,2.89,1.45,1.17,4.94,0,298.93
Scheme 103,1652,2,2,flat,classic,1764,0.58,0.23,0.49,0.31,1.46,0,57.38
South Tukoganj,4162,3,3,independent,elite,3647,10.15,2.6,2.62,1.14,7.59,0,392.85
Mahalaxmi Nagar,1162,2,3,flat,premium,2597,0.56,0.25,0.93,0.32,1.51,0,61.57
Sneh Nagar,1823,3,2,flat,classic,2298,1.08,0.58,0.66,0.47,2.09,1,72.71
Annapurna Road,1400,4,3,independent,classic,2143,2.03,0.45,1.01,0.9,1.5,0,91.38
Bijalpur,2017,3,2,independent,classic,2606,2.67,1.28,2.42,1.16,2.63,0,150.45
Bhawarkuan,1221,2,2,flat,classic,1981,0.32,0.17,0.41,0.35,1.21,0,47.28
Sapna Sangeeta Road,1927,3,2,flat,elite,2513,1.39,0.65,1.19,0.61,2.42,1,77.76
MR 11,1137,3,2,independent,classic,2116,1.5,0.46,1.05,0.67,1.2,0,78.15
Tejaji Nagar,1242,1,1,flat,affordable,1583,0.39,0.16,0.2,0.17,0.2,1,32.04
MR 11,1300,2,2,flat,classic,1731,0.59,0.13,0.4,0.21,1.13,1,39.59
Sudama Nagar,2298,1,1,independent,classic,2827,2.98,1.29,2.33,0.63,3.25,1,113.93
Pipliyahana,2642,3,3,independent,classic,2651,4.28,2.06,1.4,0.76,3.5,0,186.48
Jetpura,1364,2,3,flat,affordable,1297,0.2,0.14,0.21,0.38,0.18,0,46.72
Super Corridor,1517,3,2,independent,elite,3331,2.15,1.0,3.76,1.75,2.53,1,137.31
Sudama Nagar,1400,4,3,independent,classic,2887,2.37,1.0,1.86,1.2,2.02,0,88.68
Scheme 140,1811,3,2,flat,elite,2820,1.12,0.51,0.68,0.76,2.55,0,98.7
Navlakha,2759,3,2,independent,premium,3025,4.07,1.52,2.04,1.57,4.17,0,215.86
Mahalaxmi Nagar,1400,4,3,flat,premium,2108,0.84,0.37,0.65,0.6,1.48,0,66.24
Pipliyahana,2146,3,2,independent,classic,2038,3.01,0.74,1.17,0.88,2.19,0,126.18
Jetpura,1922,2,3,independent,affordable,2021,1.57,1.08,1.58,0.45,0.39,0,100.28
Scheme 71,2665,3,2,independent,classic,2562,4.69,1.75,1.39,0.77,3.41,1,133.6
Limbodi,1227,2,2,flat,affordable,1678,0.49,0.14,0.32,0.2,0.21,0,36.0
Aerodrome Road,2931,3,2,independent,classic,2783,2.87,2.27,2.09,1.1,4.08,0,185.21
Palhar Nagar,700,2,2,flat,affordable,1487,0.12,0.16,0.27,0.21,0.1,1,18.77
Nipania,1928,5,4,independent,elite,3553,2.28,1.93,4.29,1.06,3.43,1,196.44
Rangwasa,1876,2,3,independent,affordable,1808,2.36,1.0,1.6,0.64,0.34,1,65.88
Geeta Bhawan,1676,3,2,flat,classic,1892,0.67,0.29,0.29,0.33,1.59,0,81.56
Palasia Square,2427,4,3,independent,classic,2095,2.58,1.1,2.19,1.14,2.54,1,149.71
Saket Nagar,2027,1,1,independent,affordable,1876,2.45,1.02,1.04,0.66,0.38,0,95.18
