location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Yelahanka,2749,3,2,independent,mid,3059,4.78,2.37,3.49,1.01,4.2,1,176.17
Attibele,1182,2,3,independent,affordable,1727,1.4,0.58,1.57,0.77,0.2,0,77.04
HSR Layout,1060,3,2,flat,premium,2288,0.68,0.25,1.48,0.71,1.21,0,117.93
Rajarajeshwari Nagar,2122,3,2,flat,mid,2329,1.39,0.5,0.64,0.43,2.47,0,99.97
Bagalur,1366,2,3,independent,affordable,2381,1.77,0.81,1.66,0.74,0.33,1,90.19
Bannerghatta Road,3342,4,3,independent,premium,3938,7.09,3.23,4.09,1.5,6.58,0,461.41
Thanisandra,2581,5,4,independent,premium,3942,3.81,2.06,3.35,1.68,5.09,0,350.77
Horamavu,1112,1,1,independent,mid,2999,1.03,0.65,1.32,1.4,1.67,0,116.19
Attibele,2186,2,2,independent,affordable,1868,1.55,0.69,1.54,0.45,0.41,0,129.01
Bellandur,2069,3,2,flat,premium,2901,1.72,0.49,1.44,0.48,3.0,1,209.05
Jigani,700,2,2,flat,affordable,1648,0.33,0.14,0.49,0.27,0.12,1,22.66
Yelahanka,1411,3,3,independent,mid,2035,1.5,0.72,2.9,0.92,1.44,1,115.94
BTM Layout,3309,3,3,independent,premium,3005,3.43,1.91,2.37,1.02,4.97,1,448.97
Rajarajeshwari Nagar,2217,3,2,independent,mid,2161,3.04,1.35,2.35,0.75,2.4,1,148.37
Tumkur Road,1837,3,2,flat,mid,1903,1.03,0.24,1.0,0.46,1.75,1,97.82
Kengeri,1963,3,2,flat,mid,1604,0.56,0.31,0.99,0.27,1.57,0,91.48
Hennur,2867,3,2,independent,premium,3133,3.61,2.45,4.46,1.13,4.49,1,307.45
Hoodi,1845,2,2,flat,mid,2470,0.47,0.57,0.8,0.57,2.28,0,139.62
Hoskote,1614,3,3,flat,affordable,1419,0.34,0.29,0.38,0.32,0.23,1,58.75
Electronic City,1400,4,4,flat,mid,2136,0.77,0.38,0.68,0.38,1.5,0,102.83
Tumkur Road,3183,2,2,independent,mid,2605,4.19,1.69,3.19,0.85,4.15,1,246.29
Yelahanka,2974,2,2,independent,mid,2514,2.46,1.72,2.69,0.82,3.74,0,351.66
Bannerghatta Road,3854,3,2,independent,premium,3066,5.04,2.72,3.59,1.53,5.91,1,373.24
HSR Layout,2934,2,2,independent,premium,2840,3.54,2.48,4.05,1.32,4.17,0,611.81
Bellandur,2493,3,2,flat,premium,3116,2.0,0.54,0.63,0.64,3.88,0,228.99
Tumkur Road,2239,1,2,independent,mid,2740,3.92,1.27,1.8,1.01,3.07,0,154.66
Vidyaranyapura,1277,1,1,independent,mid,2792,1.66,0.54,2.61,0.7,1.78,0,95.85
Horamavu,1898,2,3,flat,mid,2428,0.79,0.59,1.14,0.34,2.3,0,129.74
Nelamangala,850,2,3,independent,affordable,2318,0.74,0.38,1.12,0.89,0.2,1,47.1
Indiranagar,1400,4,3,flat,ultra_premium,3637,0.53,0.27,0.99,0.69,2.55,0,198.81
Attibele,1050,3,3,flat,affordable,1939,0.21,0.26,0.73,0.39,0.2,0,36.85
Marathahalli,3802,4,4,independent,premium,3476,6.05,3.19,1.91,1.59,6.61,1,410.04
Horamavu,1187,3,2,flat,mid,1853,0.48,0.31,0.86,0.48,1.1,0,61.21
Attibele,700,2,2,independent,affordable,2325,0.84,0.44,0.98,0.9,0.16,0,30.75
Rajajinagar,3375,3,3,flat,ultra_premium,3544,2.11,1.58,1.39,0.88,5.98,1,352.36
HSR Layout,1245,3,3,flat,premium,3153,0.4,0.26,1.15,0.31,1.96,1,128.78
Bannerghatta Road,2652,2,2,flat,premium,2454,1.88,0.46,0.88,0.31,3.25,0,213.55
Koramangala,4729,5,4,independent,ultra_premium,3036,8.31,4.3,5.19,1.95,7.18,0,898.76
JP Nagar,903,1,1,flat,premium,2816,0.75,0.34,1.16,0.67,1.27,0,74.56
TC Palaya,1518,3,2,flat,affordable,1670,0.43,0.16,0.7,0.23,0.25,0,62.25
BTM Layout,1400,4,3,flat,premium,2224,0.7,0.37,0.99,0.32,1.56,0,124.73
Bannerghatta Road,2951,4,3,independent,premium,3591,4.98,3.06,2.25,1.14,5.3,1,389.25
BTM Layout,2423,3,2,independent,premium,2884,2.79,2.05,1.98,1.29,3.49,0,279.78
TC Palaya,1554,1,1,independent,affordable,1696,1.77,0.41,0.95,0.69,0.26,1,60.57
KR Puram,1429,3,2,independent,mid,2831,1.62,1.16,1.88,0.9,2.02,1,140.76
Whitefield,1279,2,2,flat,premium,3152,0.96,0.52,0.9,0.47,2.02,1,88.78
Hebbal,2444,4,3,flat,premium,2484,1.47,0.61,1.3,0.66,3.04,0,295.68
Hoskote,1629,2,2,independent,affordable,2109,2.18,0.63,2.01,0.78,0.34,0,87.68
Banashankari,1566,3,2,flat,mid,2097,0.91,0.47,1.06,0.27,1.64,0,112.31
Banashankari,718,2,3,flat,mid,1906,0.39,0.14,1.17,0.28,0.68,0,41.22
Ramamurthy Nagar,2082,3,2,independent,affordable,2346,3.3,1.31,2.03,0.56,0.49,1,139.99
Chandapura,1127,2,2,independent,affordable,2043,1.2,0.43,1.33,0.61,0.23,0,61.65
Chandapura,1400,2,2,flat,affordable,1318,0.26,0.18,0.5,0.39,0.18,1,46.6
Whitefield,1400,4,3,flat,premium,3183,0.94,0.64,0.51,0.67,2.23,0,135.56
Malleshwaram,3516,4,4,independent,premium,3184,3.49,3.22,2.96,1.08,5.6,0,644.96
Hennur,1773,3,2,flat,premium,3094,1.16,0.42,1.46,0.42,2.74,0,132.27
MG Road,1640,3,2,flat,ultra_premium,3469,1.3,0.79,1.32,0.7,2.84,1,167.58
Hennur,2586,4,3,independent,premium,2514,2.55,1.38,2.13,0.99,3.25,0,287.86
Frazer Town,2673,2,2,flat,ultra_premium,2803,0.91,0.66,1.6,0.92,3.75,0,299.71
Hebbal,2657,2,3,flat,premium,2700,2.06,0.98,0.83,0.34,3.59,0,295.53
Bagalur,1077,2,2,independent,affordable,2275,1.0,0.5,1.81,0.75,0.25,1,70.76
Bannerghatta Road,2594,3,2,independent,premium,3029,4.94,1.81,2.62,1.29,3.93,1,345.35
Bellandur,1411,4,3,flat,premium,2638,0.44,0.35,1.5,0.72,1.86,0,144.7
Koramangala,4836,5,4,independent,ultra_premium,4358,12.98,4.74,2.76,1.9,10.54,0,1334.9
MG Road,2981,3,2,flat,ultra_premium,2623,1.5,0.77,0.8,0.97,3.91,0,446.11
Kengeri,1229,3,3,flat,mid,2382,0.35,0.15,0.78,0.51,1.46,0,51.69
Bannerghatta Road,2717,3,2,flat,premium,2287,1.08,0.68,0.85,0.41,3.11,1,205.67
Hoodi,1776,2,3,independent,mid,2068,1.97,0.65,1.73,0.82,1.84,1,169.54
Mysore Road,2382,1,1,independent,mid,2011,2.96,1.05,3.05,1.09,2.39,0,180.85
Nelamangala,820,2,2,flat,affordable,1528,0.2,0.13,0.54,0.34,0.13,1,26.83
Electronic City,2896,2,2,independent,mid,2796,3.99,2.11,3.41,0.69,4.05,0,228.18
Sarjapur Road,1785,4,4,flat,premium,2253,1.17,0.34,0.83,0.76,2.01,0,161.89
Tumkur Road,1400,4,3,independent,mid,2752,1.82,0.78,1.69,1.08,1.93,0,123.38
Basavanagudi,2853,3,2,flat,ultra_premium,2950,2.46,0.87,1.34,0.81,4.21,0,408.68
Malleshwaram,1547,2,2,flat,premium,3085,1.32,0.48,1.14,0.5,2.39,0,188.63
Hoskote,2454,2,2,independent,affordable,2325,2.38,1.66,1.15,0.54,0.57,0,115.45
Devanahalli,1881,2,3,independent,affordable,1749,1.3,0.69,1.27,0.89,0.33,0,105.88
MG Road,3445,3,3,flat,ultra_premium,2510,1.53,1.12,1.32,0.46,4.32,0,462.0
Basavanagudi,1400,4,3,independent,ultra_premium,3892,3.1,1.09,3.26,2.02,2.72,1,233.2
Bellandur,1889,3,3,flat,premium,3166,1.62,0.72,0.79,0.38,2.99,0,170.13
Chandapura,1050,3,2,independent,affordable,2170,1.39,0.68,1.88,0.54,0.23,1,48.44
Sarjapur Road,2734,3,2,flat,premium,2579,1.55,0.69,1.2,0.52,3.53,1,157.51
JP Nagar,3564,3,3,independent,premium,2679,3.8,1.58,3.98,1.02,4.77,0,446.75
Rajarajeshwari Nagar,2906,2,2,independent,mid,2522,3.19,1.64,2.21,0.6,3.66,1,182.54
Tumkur Road,1683,2,2,independent,mid,2307,1.99,0.75,2.45,1.17,1.94,0,113.25
Ulsoor,3055,4,4,independent,ultra_premium,3659,3.54,2.51,4.13,1.42,5.59,0,725.17
Hoskote,1260,3,2,flat,affordable,1539,0.44,0.1,0.66,0.38,0.19,0,59.08
MG Road,2192,4,3,flat,ultra_premium,3934,0.91,1.03,0.7,0.95,4.31,0,233.52
Hoskote,1050,3,2,independent,affordable,2348,0.95,0.72,1.75,0.57,0.25,0,65.27
Koramangala,1916,5,4,independent,ultra_premium,4557,3.12,1.58,4.64,1.84,4.37,0,523.29
TC Palaya,1168,3,2,flat,affordable,1713,0.55,0.29,0.49,0.45,0.2,1,43.24
Jigani,886,2,2,flat,affordable,1658,0.25,0.14,0.36,0.45,0.15,0,34.37
MG Road,1400,4,3,flat,ultra_premium,3011,1.26,0.47,1.24,0.9,2.11,1,151.67
Frazer Town,1050,3,2,flat,ultra_premium,3708,1.05,0.31,1.74,0.43,1.95,1,88.33
Rajajinagar,1161,3,3,flat,ultra_premium,3025,1.0,0.31,1.6,0.91,1.76,0,138.39
Frazer Town,3521,4,3,independent,ultra_premium,3015,5.38,1.65,4.21,2.4,5.31,0,669.1
MG Road,3136,4,4,independent,ultra_premium,3717,7.25,2.24,3.13,2.44,5.83,1,626.49
Sarjapur Road,2672,5,4,independent,premium,2721,4.2,2.06,3.51,1.1,3.64,1,227.71
Hennur,1750,5,4,independent,premium,2969,3.03,1.34,2.7,1.5,2.6,1,187.57
TC Palaya,772,1,1,flat,affordable,1501,0.2,0.08,0.52,0.22,0.12,0,25.36
Indiranagar,3423,4,4,flat,ultra_premium,3947,3.4,1.27,0.97,0.59,6.75,0,754.62
Kengeri,1077,3,2,flat,mid,1879,0.34,0.18,0.68,0.53,1.01,0,44.63
Tumkur Road,1823,3,2,flat,mid,2401,0.49,0.58,1.18,0.51,2.19,0,100.3
Rajarajeshwari Nagar,2988,3,3,independent,mid,2430,2.5,1.96,1.81,0.64,3.63,0,286.77
Sarjapur Road,2283,4,4,independent,premium,3045,4.73,2.03,2.19,1.06,3.48,0,340.14
Hebbal,2588,5,4,independent,premium,3017,4.3,2.24,2.54,1.35,3.9,0,418.54
Basavanagudi,2187,3,2,flat,ultra_premium,3777,0.97,0.71,1.42,0.56,4.13,0,245.5
Electronic City,857,1,1,flat,mid,1703,0.26,0.08,0.51,0.33,0.73,0,36.57
Nelamangala,1730,2,2,flat,affordable,1537,0.55,0.35,0.7,0.41,0.27,0,64.9
Sarjapur Road,1329,3,2,independent,premium,3170,1.7,1.05,2.78,1.61,2.11,1,117.88
Rajarajeshwari Nagar,1168,2,3,independent,mid,2395,1.07,0.59,2.21,0.63,1.4,0,121.68
Jayanagar,1569,3,2,flat,ultra_premium,3953,0.95,0.5,1.6,0.43,3.1,0,190.2
Indiranagar,3460,4,4,flat,ultra_premium,2689,1.18,0.6,1.73,0.84,4.65,1,504.6
Vidyaranyapura,2453,3,2,independent,mid,2442,3.3,1.32,2.6,1.17,2.99,1,168.37
Jigani,1050,3,2,flat,affordable,1592,0.29,0.25,0.69,0.43,0.17,0,47.93
Koramangala,1400,4,3,flat,ultra_premium,3198,0.93,0.35,1.31,0.42,2.24,1,162.73
Hennur,2530,5,4,independent,premium,2702,3.46,1.08,4.18,1.21,3.42,0,323.4
Bagalur,1702,2,3,flat,affordable,1304,0.43,0.26,0.31,0.39,0.22,0,75.95
JP Nagar,714,2,3,flat,premium,2775,0.32,0.28,1.09,0.4,0.99,1,42.89
Ulsoor,4050,4,4,independent,ultra_premium,4884,10.04,4.01,3.2,1.26,9.89,1,789.12
Jayanagar,2313,5,4,independent,ultra_premium,3118,3.99,1.91,5.48,1.21,3.61,0,518.11
Jigani,1649,3,2,independent,affordable,2468,1.99,0.87,2.07,0.95,0.41,0,103.81
Basavanagudi,1212,3,2,flat,ultra_premium,3096,0.56,0.49,1.01,0.47,1.88,0,177.88
Koramangala,1467,4,3,independent,ultra_premium,3364,2.44,1.12,4.73,2.11,2.47,0,356.14
Rajajinagar,2600,4,3,flat,ultra_premium,3971,1.17,1.05,0.82,0.98,5.16,1,344.92
Marathahalli,2743,4,3,flat,premium,2808,1.71,0.42,1.37,0.51,3.85,0,240.36
Hebbal,700,2,3,flat,premium,2619,0.39,0.13,1.26,0.45,0.92,0,64.54
Malleshwaram,700,2,3,flat,premium,3020,0.55,0.14,1.09,0.59,1.06,0,87.54
Ramamurthy Nagar,834,1,1,independent,affordable,2315,1.01,0.37,1.17,0.58,0.19,0,59.75
Hebbal,2619,2,2,flat,premium,2662,1.35,1.03,1.06,0.63,3.49,1,261.42
HSR Layout,2592,4,4,flat,premium,2620,1.79,0.71,0.54,0.46,3.4,0,361.86
Basavanagudi,3915,4,3,independent,ultra_premium,3614,4.57,2.85,4.5,1.33,7.07,1,686.67
Nelamangala,961,2,3,flat,affordable,1491,0.29,0.12,0.35,0.26,0.14,0,34.39
JP Nagar,2309,2,2,flat,premium,3103,1.65,0.56,0.97,0.72,3.58,1,156.13
Thanisandra,1353,3,2,flat,premium,2574,0.72,0.35,1.3,0.64,1.74,1,84.07
Hoskote,700,2,2,flat,affordable,1386,0.27,0.08,0.41,0.44,0.1,0,25.34
Hoskote,1592,1,1,flat,affordable,1653,0.28,0.3,0.6,0.28,0.26,1,40.78
Rajarajeshwari Nagar,1502,3,2,flat,mid,2431,0.75,0.43,0.7,0.25,1.83,0,93.94
Thanisandra,2197,4,3,independent,premium,2988,3.72,1.69,3.37,1.76,3.28,1,300.36
Bagalur,2206,3,2,independent,affordable,2321,2.42,0.82,1.76,0.66,0.51,0,194.18
Marathahalli,1050,3,2,flat,premium,3127,0.45,0.23,0.97,0.55,1.64,1,51.85
Rajarajeshwari Nagar,1604,2,2,flat,mid,1979,0.63,0.45,0.49,0.43,1.59,0,82.15
Thanisandra,2170,3,2,flat,premium,2120,1.33,0.27,1.13,0.51,2.3,0,190.78
Bagalur,1548,3,2,flat,affordable,1899,0.44,0.33,0.74,0.48,0.29,0,73.99
Hebbal,2321,4,3,flat,premium,2922,0.9,0.85,1.26,0.33,3.39,1,224.64
Bellandur,1366,3,3,flat,premium,2015,0.64,0.22,0.75,0.47,1.38,1,86.01
TC Palaya,491,1,1,flat,affordable,1322,0.19,0.09,0.64,0.49,0.06,0,19.5
Thanisandra,2471,3,2,flat,premium,2724,1.57,0.78,0.95,0.47,3.37,0,203.84
Varthur,2990,3,2,independent,mid,3099,3.37,2.73,1.93,0.91,4.63,1,287.92
Electronic City,1950,4,3,flat,mid,1754,0.49,0.29,1.14,0.43,1.71,0,134.43
HSR Layout,3711,4,3,independent,premium,3320,7.19,1.94,1.99,1.62,6.16,0,493.77
Rajarajeshwari Nagar,1319,2,3,flat,mid,1872,0.39,0.32,0.7,0.54,1.23,0,84.3
Ulsoor,3994,4,3,independent,ultra_premium,4639,12.27,3.11,4.1,1.57,9.26,1,677.06
Jayanagar,2678,3,2,independent,ultra_premium,3247,4.41,1.62,3.57,2.49,4.35,0,471.84
Whitefield,1857,4,3,independent,premium,2766,2.42,0.87,3.33,1.26,2.57,1,172.32
Chandapura,1789,2,2,independent,affordable,2321,2.6,0.77,1.8,0.55,0.42,1,85.1
Nelamangala,2414,1,1,independent,affordable,1647,2.19,0.97,2.15,0.61,0.4,0,127.43
Rajarajeshwari Nagar,1093,2,2,independent,mid,2333,1.52,0.48,3.2,1.12,1.28,0,104.34
Horamavu,1846,2,2,flat,mid,2217,0.52,0.27,0.6,0.39,2.05,0,119.29
Thanisandra,2614,3,2,flat,premium,2692,1.93,0.86,1.14,0.58,3.52,0,253.05
Tumkur Road,1673,3,2,flat,mid,1628,0.74,0.24,0.85,0.43,1.36,0,111.85
Rajajinagar,1400,4,3,flat,ultra_premium,3054,1.23,0.57,1.44,0.83,2.14,0,238.2
Hennur,2621,5,4,independent,premium,2657,4.85,1.36,2.03,0.9,3.48,0,387.06
Basavanagudi,1787,3,2,independent,ultra_premium,4037,4.25,1.27,4.14,2.13,3.61,0,294.72
Basavanagudi,2534,5,4,independent,ultra_premium,3620,3.42,2.07,3.47,1.54,4.59,0,496.19
Bagalur,1105,2,2,independent,affordable,1828,0.81,0.55,1.45,0.84,0.2,0,74.78
Rajajinagar,3037,4,3,independent,ultra_premium,4239,6.95,2.91,3.55,2.39,6.44,1,572.1
Ramamurthy Nagar,2044,2,3,independent,affordable,2058,2.13,1.13,1.62,0.94,0.42,0,141.99
Jigani,1025,2,2,flat,affordable,1757,0.26,0.22,0.79,0.36,0.18,1,38.78
Horamavu,2877,3,2,independent,mid,2824,5.09,2.19,1.37,1.19,4.06,0,272.59
Marathahalli,3312,5,4,independent,premium,3238,6.75,2.26,4.46,1.59,5.36,0,474.59
Ulsoor,2923,4,3,flat,ultra_premium,2809,1.35,0.79,1.73,0.96,4.11,1,311.52
Thanisandra,3100,4,4,independent,premium,3420,4.93,2.63,4.49,1.74,5.3,1,319.56
Chandapura,1082,2,3,flat,affordable,1775,0.4,0.23,0.62,0.43,0.19,1,35.2
Jigani,986,2,2,independent,affordable,1840,0.67,0.48,1.38,0.95,0.18,0,65.49
Thanisandra,3549,4,3,independent,premium,3373,6.09,2.39,3.26,1.76,5.98,1,385.37
Rajarajeshwari Nagar,700,2,2,flat,mid,1613,0.19,0.08,0.61,0.54,0.56,1,26.91
BTM Layout,1549,3,2,flat,premium,2980,1.12,0.26,1.4,0.7,2.31,1,128.87
KR Puram,1361,3,2,flat,mid,2103,0.59,0.32,1.15,0.58,1.43,0,74.82
Indiranagar,3163,4,3,independent,ultra_premium,4475,7.15,3.57,2.63,1.31,7.08,0,642.33
Ramamurthy Nagar,1314,2,2,flat,affordable,1984,0.78,0.33,0.7,0.43,0.26,1,43.67
Bellandur,2629,4,3,independent,premium,3308,3.48,2.47,2.7,1.03,4.35,1,267.64
Bellandur,1121,3,2,flat,premium,2364,0.44,0.28,1.33,0.77,1.33,0,92.34
Basavanagudi,2872,4,3,flat,ultra_premium,2672,0.77,0.77,1.3,0.75,3.84,1,351.38
Bannerghatta Road,1050,3,2,flat,premium,2551,0.6,0.2,1.08,0.42,1.34,0,84.96
Rajajinagar,4134,3,2,independent,ultra_premium,4206,9.52,5.06,4.83,1.37,8.69,1,918.37
JP Nagar,2205,5,5,independent,premium,3027,2.6,1.28,2.29,1.71,3.34,1,312.21
Hoodi,1050,3,2,flat,mid,2427,0.51,0.2,0.53,0.54,1.27,0,79.15
Jayanagar,2423,5,4,flat,ultra_premium,3130,1.51,1.07,1.53,0.48,3.79,0,393.84
Ramamurthy Nagar,786,2,2,flat,affordable,1701,0.26,0.1,0.54,0.39,0.13,0,37.96
TC Palaya,700,2,3,flat,affordable,1569,0.31,0.06,0.68,0.3,0.11,0,31.89
Varthur,1050,3,2,flat,mid,1743,0.29,0.15,0.58,0.53,0.91,1,58.59
Jigani,700,2,3,flat,affordable,1761,0.14,0.13,0.68,0.28,0.12,1,27.53
Whitefield,1073,3,2,independent,premium,3994,1.78,0.74,2.45,1.74,2.14,0,122.73
Yelahanka,700,2,2,flat,mid,2095,0.24,0.15,0.85,0.33,0.73,0,37.01
Attibele,2372,3,2,independent,affordable,2208,3.07,1.12,2.01,0.83,0.52,0,110.83
Attibele,974,2,2,flat,affordable,1835,0.5,0.19,0.5,0.34,0.18,0,36.97
Basavanagudi,2995,5,4,flat,ultra_premium,3693,1.28,0.87,1.3,0.55,5.53,0,350.54
Ramamurthy Nagar,700,2,3,flat,affordable,1685,0.34,0.16,0.62,0.34,0.12,0,31.01
Jayanagar,2747,4,3,independent,ultra_premium,4290,7.05,2.18,3.72,1.55,5.89,1,528.28
Jayanagar,2237,4,4,flat,ultra_premium,2851,0.91,0.87,1.58,0.66,3.19,1,234.24
TC Palaya,1704,1,1,independent,affordable,2450,1.66,0.64,1.36,0.63,0.42,0,110.54
Rajajinagar,1392,3,2,flat,ultra_premium,3951,0.61,0.55,1.46,0.92,2.75,1,208.44
Mysore Road,2335,2,3,independent,mid,2436,2.41,1.32,1.5,0.63,2.84,0,205.34
Attibele,1910,2,2,independent,affordable,1864,1.43,0.95,1.05,0.71,0.36,0,84.18
Kengeri,1882,3,2,independent,mid,2419,2.6,1.16,3.42,0.96,2.28,0,125.69
Jayanagar,1400,4,3,flat,ultra_premium,2563,0.62,0.21,0.74,0.55,1.79,1,144.25
Thanisandra,3225,5,4,independent,premium,3957,7.54,2.58,2.05,1.37,6.38,1,344.28
Hebbal,2694,5,4,independent,premium,3505,3.49,2.09,3.55,0.93,4.72,1,388.96
HSR Layout,1575,3,2,flat,premium,2725,1.06,0.26,1.36,0.72,2.15,0,208.43
Banashankari,1050,3,2,flat,mid,2134,0.57,0.25,0.87,0.57,1.12,0,76.02
Chandapura,1404,2,3,flat,affordable,1451,0.45,0.3,0.34,0.43,0.2,0,54.39
Vidyaranyapura,2085,3,3,flat,mid,1851,1.02,0.51,0.98,0.49,1.93,0,133.78
Banashankari,1400,4,3,independent,mid,2872,2.48,0.87,2.4,1.39,2.01,0,164.48
Varthur,1726,4,4,flat,mid,2050,1.03,0.3,1.18,0.45,1.77,0,103.77
Electronic City,1606,2,2,independent,mid,2244,1.29,0.72,2.53,1.08,1.8,0,108.64
Jigani,1243,1,1,flat,affordable,1467,0.43,0.19,0.66,0.35,0.18,0,55.56
HSR Layout,700,2,2,flat,premium,2304,0.19,0.1,1.31,0.32,0.81,0,57.2
Bannerghatta Road,1050,3,3,flat,premium,2766,0.79,0.41,1.0,0.57,1.45,0,80.65
Koramangala,4343,3,2,independent,ultra_premium,3297,6.67,2.33,5.49,1.85,7.16,0,1261.5
Bellandur,2344,3,2,flat,premium,2706,1.36,0.62,1.05,0.55,3.17,0,195.9
MG Road,1824,4,3,flat,ultra_premium,3568,1.73,0.39,0.89,0.49,3.25,1,187.82
BTM Layout,1681,1,1,flat,premium,2792,1.37,0.28,0.98,0.32,2.35,0,135.31
Mysore Road,1055,3,2,flat,mid,2358,0.39,0.33,0.78,0.31,1.24,0,49.54
Whitefield,1050,3,2,independent,premium,3001,1.86,0.79,1.99,1.57,1.58,1,109.95
Rajarajeshwari Nagar,838,2,3,flat,mid,2278,0.54,0.14,1.06,0.57,0.95,0,49.91
Devanahalli,1693,2,2,flat,affordable,1778,0.47,0.17,0.63,0.35,0.3,1,44.85
BTM Layout,1599,3,2,independent,premium,3443,3.71,1.04,3.45,1.19,2.75,1,166.08
MG Road,3885,4,3,independent,ultra_premium,3219,8.02,2.7,5.04,2.36,6.25,1,695.53
Thanisandra,1752,2,2,flat,premium,2207,0.59,0.37,0.73,0.59,1.93,0,160.8
Electronic City,1431,2,2,independent,mid,2235,2.23,0.91,1.87,1.03,1.6,1,117.41
Nelamangala,937,2,3,flat,affordable,1584,0.25,0.2,0.76,0.48,0.15,1,36.16
Yelahanka,1784,2,2,flat,mid,2022,0.96,0.46,0.94,0.41,1.8,1,126.97
Hoodi,1008,2,2,flat,mid,2477,0.31,0.32,1.04,0.38,1.25,0,85.79
Electronic City,2874,1,2,independent,mid,2542,4.67,1.78,1.61,0.77,3.65,1,210.63
Jigani,1399,2,2,flat,affordable,1854,0.6,0.25,0.59,0.43,0.26,0,47.23
Electronic City,2110,3,2,independent,mid,2349,2.28,1.21,3.03,0.88,2.48,0,152.61
TC Palaya,868,2,2,flat,affordable,1706,0.33,0.19,0.78,0.31,0.15,0,27.21
Hebbal,1400,4,3,independent,premium,3629,2.39,1.4,4.17,1.17,2.54,0,202.75
Attibele,1009,2,3,flat,affordable,1642,0.4,0.1,0.7,0.27,0.17,0,28.47
MG Road,2956,4,4,flat,ultra_premium,3864,2.37,1.14,0.73,0.79,5.71,0,419.86
Indiranagar,1400,4,4,flat,ultra_premium,3615,0.67,0.67,1.6,0.7,2.53,1,184.05
Bagalur,1769,3,2,flat,affordable,1728,0.57,0.38,0.56,0.5,0.31,0,101.6
Bannerghatta Road,3290,4,3,independent,premium,3389,6.34,1.73,4.11,1.72,5.57,0,370.06
TC Palaya,2440,2,2,independent,affordable,1610,1.8,0.72,1.41,0.71,0.39,1,108.2
Hennur,2532,3,2,flat,premium,2679,1.03,0.75,1.08,0.5,3.39,0,209.37
Hennur,3534,2,2,independent,premium,3220,3.8,1.75,4.29,1.63,5.69,0,360.2
Electronic City,1781,2,2,flat,mid,1905,0.42,0.39,1.2,0.33,1.7,1,108.92
Devanahalli,1277,2,2,flat,affordable,1579,0.39,0.2,0.43,0.3,0.2,0,67.17
Horamavu,1415,2,3,flat,mid,1667,0.39,0.23,0.45,0.28,1.18,1,60.17
Kengeri,1059,2,2,independent,mid,2638,1.62,0.56,1.35,1.0,1.4,0,76.37
Devanahalli,1221,2,2,independent,affordable,2041,1.15,0.64,1.85,0.85,0.25,1,69.75
Bannerghatta Road,2650,2,3,flat,premium,3049,1.34,0.51,0.57,0.52,4.04,1,186.69
Kengeri,1050,3,2,independent,mid,2902,1.84,0.79,2.36,0.92,1.52,0,77.09
Malleshwaram,2095,2,2,flat,premium,2087,0.44,0.45,0.92,0.7,2.19,0,222.2
TC Palaya,1994,1,1,independent,affordable,1842,1.78,0.76,1.04,0.73,0.37,0,122.44
Yelahanka,2093,2,2,flat,mid,2327,0.94,0.6,1.07,0.41,2.44,0,168.08
Rajarajeshwari Nagar,1439,3,3,flat,mid,1869,0.58,0.21,0.74,0.32,1.34,0,87.48
TC Palaya,1662,2,2,flat,affordable,1858,0.41,0.34,0.33,0.36,0.31,1,43.44
Sarjapur Road,2770,2,2,flat,premium,2612,0.88,0.98,0.81,0.79,3.62,1,227.08
Basavanagudi,2806,4,3,flat,ultra_premium,3330,1.49,0.87,0.97,0.84,4.67,0,441.49
Marathahalli,1139,3,3,flat,premium,2290,0.26,0.28,1.09,0.79,1.3,0,88.07
Hoodi,700,2,2,flat,mid,2375,0.37,0.24,0.42,0.4,0.83,1,32.42
Jigani,585,1,1,flat,affordable,1438,0.15,0.05,0.69,0.35,0.08,0,24.38
Devanahalli,1419,2,3,flat,affordable,1523,0.4,0.22,0.73,0.21,0.22,0,48.04
Kengeri,2062,2,2,independent,mid,3149,3.5,0.99,1.44,1.27,3.25,0,214.33
Bannerghatta Road,2059,4,4,flat,premium,2628,0.92,0.56,0.73,0.32,2.71,0,153.36
MG Road,2723,3,2,flat,ultra_premium,3956,1.64,0.83,1.17,0.99,5.39,1,393.7
Sarjapur Road,1343,2,2,flat,premium,2692,0.99,0.49,0.87,0.4,1.81,0,103.73
TC Palaya,1409,3,2,independent,affordable,1673,1.44,0.64,1.56,0.54,0.24,1,68.05
Bellandur,1688,2,2,flat,premium,2123,0.4,0.2,0.88,0.47,1.79,0,149.98
JP Nagar,1750,5,4,independent,premium,2666,1.45,0.89,2.53,1.64,2.33,0,288.53
JP Nagar,2884,3,2,independent,premium,3136,4.56,1.65,3.29,1.78,4.52,1,330.1
Whitefield,1400,4,3,flat,premium,2081,0.56,0.38,1.11,0.72,1.46,0,136.1
Chandapura,2357,1,1,independent,affordable,1746,2.02,0.78,0.87,0.6,0.41,0,116.29
Horamavu,2333,3,2,independent,mid,2549,2.36,1.19,2.82,0.61,2.97,1,184.6
Rajarajeshwari Nagar,1050,3,2,flat,mid,1627,0.44,0.18,1.01,0.4,0.85,1,54.95
